lm_prompt,task_inputs,references,lm_output_original,exact_match_original,lm_output_finetuned,exact_match_finetuned
"正しい答えは何でしょう？

0.「食事」
1.「トイレ」
2.「歌う」
3.「眠る」
4.「酔っ払う」
問題：夜、布団に入ってすることといえば？
回答：「眠る」

0.「大豆」
1.「マシン」
2.「包丁」
3.「ナイフ」
4.「豆腐」
問題：料理の時に使う切る物は何？
回答：「包丁」

0.「飲食店」
1.「収納室」
2.「シャワー室」
3.「倉庫」
4.「洗車場」
問題：体を洗うところは？
回答：「","{'q_id': 9628, 'question': '体を洗うところは？', 'choice0': '飲食店', 'choice1': '収納室', 'choice2': 'シャワー室', 'choice3': '倉庫', 'choice4': '洗車場', 'label': 2}",['シャワー室'],シャワー室,True,シャワー,False
"正しい答えは何でしょう？

0.「漁港」
1.「お皿」
2.「ブドウ園」
3.「店舗」
4.「ターミナル」
問題：よく娯楽でいく農場とは？
回答：「ブドウ園」

0.「パナソニック」
1.「オムロン」
2.「つくば」
3.「日本ユニシス」
4.「日立」
問題：市の名前として使われることがあるのはどれですか？
回答：「日立」

0.「下手」
1.「安全になる」
2.「醤油」
3.「平和」
4.「安全」
問題：交通の後に続く言葉は?
回答：「","{'q_id': 9629, 'question': '交通の後に続く言葉は?', 'choice0': '下手', 'choice1': '安全になる', 'choice2': '醤油', 'choice3': '平和', 'choice4': '安全', 'label': 4}",['安全'],安全,True,安全になる,False
"正しい答えは何でしょう？

0.「金貨」
1.「銀貨」
2.「小判」
3.「パイ」
4.「卵型」
問題：昔の貨幣で、ねこを題材にした諺にもあるものは？
回答：「小判」

0.「ネコ車」
1.「トンボ」
2.「亀」
3.「ネコ」
4.「ネコチグラ」
問題：哺乳類はどれ？
回答：「ネコ」

0.「野球」
1.「ステージ」
2.「劇」
3.「役柄」
4.「相撲」
問題：人形を使ってごっこあそびをするものもあるのは？
回答：「","{'q_id': 9630, 'question': '人形を使ってごっこあそびをするものもあるのは？', 'choice0': '野球', 'choice1': 'ステージ', 'choice2': '劇', 'choice3': '役柄', 'choice4': '相撲', 'label': 2}",['劇'],劇,True,野球,False
"正しい答えは何でしょう？

0.「スポーツジム」
1.「園」
2.「キャバレー」
3.「工場」
4.「避難所」
問題：動物？
回答：「園」

0.「走る」
1.「資料を配付する」
2.「紙を用意する」
3.「話をする」
4.「寝る」
問題：人と分かち合いたい時にする行動は？
回答：「話をする」

0.「ハンド」
1.「プレゼント」
2.「手提げ袋」
3.「ミュール」
4.「革」
問題：よくバッグに使われる素材は？
回答：「","{'q_id': 9631, 'question': 'よくバッグに使われる素材は？', 'choice0': 'ハンド', 'choice1': 'プレゼント', 'choice2': '手提げ袋', 'choice3': 'ミュール', 'choice4': '革', 'label': 4}",['革'],革,True,革,True
"正しい答えは何でしょう？

0.「家」
1.「工場」
2.「百貨店」
3.「ホテル」
4.「学校」
問題：色々なお店が入っているお店を何という？
回答：「百貨店」

0.「寝室」
1.「トイレ」
2.「天国」
3.「警察」
4.「こたつ」
問題：悪いことしたら行くところは？
回答：「警察」

0.「葡萄」
1.「瓶」
2.「きゅうり」
3.「ウイスキー」
4.「かぼちゃ」
問題：果物は？
回答：「","{'q_id': 9632, 'question': '果物は？', 'choice0': '葡萄', 'choice1': '瓶', 'choice2': 'きゅうり', 'choice3': 'ウイスキー', 'choice4': 'かぼちゃ', 'label': 0}",['葡萄'],葡萄,True,葡萄,True
"正しい答えは何でしょう？

0.「マンチェスター」
1.「シドニー」
2.「オックスフォード」
3.「ノースヨークシャー」
4.「ボストン」
問題：ユナイテッドやシティなどのサッカーチームのあるイギリスの都市は？
回答：「マンチェスター」

0.「先生」
1.「友達」
2.「駅」
3.「図書館」
4.「公園」
問題：本を借りられるのは？
回答：「図書館」

0.「話者」
1.「講演者」
2.「ネコ」
3.「イヌ」
4.「見物人」
問題：催し物を見る人は？
回答：「","{'q_id': 9633, 'question': '催し物を見る人は？', 'choice0': '話者', 'choice1': '講演者', 'choice2': 'ネコ', 'choice3': 'イヌ', 'choice4': '見物人', 'label': 4}",['見物人'],見物人,True,講演者,False
"正しい答えは何でしょう？

0.「力強い」
1.「心強い」
2.「気が強い」
3.「高い」
4.「大きい」
問題：パワーがあることを何と呼ぶ？
回答：「力強い」

0.「感動」
1.「面白い」
2.「良い」
3.「厳しい」
4.「素晴らしい」
問題：コントがいいことをなんと呼ぶか？
回答：「面白い」

0.「休息」
1.「ストレス解消」
2.「ボクシング」
3.「ランニング」
4.「スイミング」
問題：心身に加わったストレスを発散させる事を何という？
回答：「","{'q_id': 9634, 'question': '心身に加わったストレスを発散させる事を何という？', 'choice0': '休息', 'choice1': 'ストレス解消', 'choice2': 'ボクシング', 'choice3': 'ランニング', 'choice4': 'スイミング', 'label': 1}",['ストレス解消'],休息,False,休息,False
"正しい答えは何でしょう？

0.「流し台」
1.「工場」
2.「収納庫」
3.「コーヒーショップ」
4.「車庫」
問題：店は？
回答：「コーヒーショップ」

0.「ぶっ殺す」
1.「捕まえる」
2.「退役する」
3.「ぶっ放す」
4.「構える」
問題：軍人が軍隊での働きを無事終了することは？
回答：「退役する」

0.「ワシントン」
1.「主人」
2.「リリース」
3.「フェルト」
4.「帽子」
問題：防暑、防寒、装飾などを目的として頭にかぶるものを何という?
回答：「","{'q_id': 9635, 'question': '防暑、防寒、装飾などを目的として頭にかぶるものを何という?', 'choice0': 'ワシントン', 'choice1': '主人', 'choice2': 'リリース', 'choice3': 'フェルト', 'choice4': '帽子', 'label': 4}",['帽子'],帽子,True,帽子,True
"正しい答えは何でしょう？

0.「電子決済」
1.「現金」
2.「プリンタ」
3.「図書館」
4.「会社」
問題：出社といえば？
回答：「会社」

0.「ホルスター」
1.「槍つき」
2.「原田」
3.「軍事基地」
4.「戦争」
問題：軍隊が拠点にする場所は？
回答：「軍事基地」

0.「調子」
1.「蝶」
2.「ミツバチ」
3.「大津」
4.「菌」
問題：元来キノコを意味する言葉は？
回答：「","{'q_id': 9636, 'question': '元来キノコを意味する言葉は？', 'choice0': '調子', 'choice1': '蝶', 'choice2': 'ミツバチ', 'choice3': '大津', 'choice4': '菌', 'label': 4}",['菌'],菌,True,菌,True
"正しい答えは何でしょう？

0.「朝」
1.「夜」
2.「昼間」
3.「外」
4.「闇」
問題： 日の出から日没までの間とは？
回答：「昼間」

0.「鶴岡八幡宮」
1.「ドーナツ」
2.「クッキー」
3.「小町通り」
4.「由比ヶ浜」
問題：神奈川県鎌倉市の通りの一つは？
回答：「小町通り」

0.「メトロ」
1.「汚物」
2.「京都」
3.「埃」
4.「大阪」
問題：部屋を掃除しないと溜まってしまうものはこの中でどれか？
回答：「","{'q_id': 9637, 'question': '部屋を掃除しないと溜まってしまうものはこの中でどれか？', 'choice0': 'メトロ', 'choice1': '汚物', 'choice2': '京都', 'choice3': '埃', 'choice4': '大阪', 'label': 3}",['埃'],汚物,False,汚物,False
"正しい答えは何でしょう？

0.「プリン」
1.「液体」
2.「ラーメン」
3.「コンニャク」
4.「牛乳」
問題：柔らかいものから固いものまである人気の子どものおやつは？
回答：「プリン」

0.「歯の変色」
1.「中毒」
2.「煙」
3.「病院」
4.「熱中」
問題：やめられなくなることを別名で何という？
回答：「中毒」

0.「マヨネーズ」
1.「トウガラシ」
2.「カレー」
3.「ケチャップ」
4.「七味」
問題：色々な種類が混ざってる薬味で辛さを加える物を何と言う？
回答：「","{'q_id': 9638, 'question': '色々な種類が混ざってる薬味で辛さを加える物を何と言う？', 'choice0': 'マヨネーズ', 'choice1': 'トウガラシ', 'choice2': 'カレー', 'choice3': 'ケチャップ', 'choice4': '七味', 'label': 4}",['七味'],カレー,False,七味,True
"正しい答えは何でしょう？

0.「パーク」
1.「クローゼット」
2.「取引所」
3.「スーパーマーケット」
4.「市場」
問題：主に野菜、果物、魚介類などの生鮮食品や、株式や債券など証券、為替などの金融取引の場を指すこともあるのは？
回答：「市場」

0.「ビデオ」
1.「製氷機」
2.「電気」
3.「水」
4.「川」
問題：我々の生活で灯りを灯したり、機械を使うために必要なエネルギーは？
回答：「電気」

0.「ビーチ」
1.「お風呂屋」
2.「海」
3.「ツンドラ」
4.「山脈」
問題：地球の役9割を占めるものは？
回答：「","{'q_id': 9639, 'question': '地球の役9割を占めるものは？', 'choice0': 'ビーチ', 'choice1': 'お風呂屋', 'choice2': '海', 'choice3': 'ツンドラ', 'choice4': '山脈', 'label': 2}",['海'],海,True,海、山、側面,False
"正しい答えは何でしょう？

0.「名前」
1.「花」
2.「読み込む」
3.「気晴らし」
4.「教授」
問題：日々鬱々としている人がリフレッシュするため行うのは？
回答：「気晴らし」

0.「ウォーター」
1.「リバー」
2.「レイク」
3.「人民」
4.「ライオン」
問題：川を英語で言うと？
回答：「リバー」

0.「ビクトリア州」
1.「ケアンズ」
2.「シドニー」
3.「グレートバリアリーフ」
4.「クイーンズランド州」
問題：オ－ストラリアで世界最大のサンゴ礁地帯は何ですか？
回答：「","{'q_id': 9640, 'question': 'オ－ストラリアで世界最大のサンゴ礁地帯は何ですか？', 'choice0': 'ビクトリア州', 'choice1': 'ケアンズ', 'choice2': 'シドニー', 'choice3': 'グレートバリアリーフ', 'choice4': 'クイーンズランド州', 'label': 3}",['グレートバリアリーフ'],グレートバリアリーフ,True,グレートバリアリーフ,True
"正しい答えは何でしょう？

0.「庭」
1.「土間」
2.「軒」
3.「換気口」
4.「足跡」
問題：何並み？
回答：「軒」

0.「吹き飛ばす」
1.「歩く」
2.「人々を殺す」
3.「漏斗雲を伴う」
4.「寝る」
問題：法律、道徳で禁じられている事は？
回答：「人々を殺す」

0.「会社説明会」
1.「寿司」
2.「面接」
3.「ケーキ」
4.「エントリーシート」
問題：応募希望者に自社の説明をするのは？
回答：「","{'q_id': 9641, 'question': '応募希望者に自社の説明をするのは？', 'choice0': '会社説明会', 'choice1': '寿司', 'choice2': '面接', 'choice3': 'ケーキ', 'choice4': 'エントリーシート', 'label': 0}",['会社説明会'],寿司,False,寿司,False
"正しい答えは何でしょう？

0.「原因」
1.「現在」
2.「元通り」
3.「元より」
4.「元素」
問題：リカバリーは？
回答：「元通り」

0.「遊園地」
1.「結婚式」
2.「ネットカフェ」
3.「刑務所」
4.「ゲームセンター」
問題：料金が掛からないのは？
回答：「刑務所」

0.「文書」
1.「週刊誌」
2.「マンガ」
3.「ノベル」
4.「物語」
問題：意見や議事などが書かれたものは？
回答：「","{'q_id': 9642, 'question': '意見や議事などが書かれたものは？', 'choice0': '文書', 'choice1': '週刊誌', 'choice2': 'マンガ', 'choice3': 'ノベル', 'choice4': '物語', 'label': 0}",['文書'],マンガ,False,マンガ,False
"正しい答えは何でしょう？

0.「資生堂」
1.「パナソニック」
2.「ユニリーバ」
3.「日本ユニシス」
4.「日立」
問題：大日本印刷株式会社の持分法適用関連会社はどれですか？
回答：「日本ユニシス」

0.「ノート」
1.「下着」
2.「テント」
3.「タンクトップ」
4.「上着」
問題：寒い時に着るのは？
回答：「上着」

0.「グロズヌイ」
1.「ロシア連邦の首都」
2.「ネコ」
3.「イヌ」
4.「レニングラード」
問題：サンクトペテルブルクが州都の州は？
回答：「","{'q_id': 9643, 'question': 'サンクトペテルブルクが州都の州は？', 'choice0': 'グロズヌイ', 'choice1': 'ロシア連邦の首都', 'choice2': 'ネコ', 'choice3': 'イヌ', 'choice4': 'レニングラード', 'label': 4}",['レニングラード'],ロシア連邦の首都,False,ロシア連邦の首都,False
"正しい答えは何でしょう？

0.「美容師」
1.「大工さん」
2.「式神」
3.「巫女」
4.「火神」
問題：神霊に奉仕する女性、童女のことを何という?
回答：「巫女」

0.「道の駅」
1.「スーパーマーケット」
2.「アーケード街」
3.「休憩所」
4.「炉端」
問題：たくさんのお店が並ぶ屋根付き道路の事を何と言う##？
回答：「アーケード街」

0.「貝」
1.「頭脳」
2.「想い」
3.「頭」
4.「手」
問題：脳はどこにある？
回答：「","{'q_id': 9644, 'question': '脳はどこにある？', 'choice0': '貝', 'choice1': '頭脳', 'choice2': '想い', 'choice3': '頭', 'choice4': '手', 'label': 3}",['頭'],頭,True,頭脳,False
"正しい答えは何でしょう？

0.「郡山市」
1.「宮城」
2.「秋田犬」
3.「ニューヨーク」
4.「ベルリン」
問題：犬はどれ？
回答：「秋田犬」

0.「配線」
1.「ドア」
2.「布団」
3.「クルマ」
4.「ゴム手袋」
問題：開けたリ閉めたりするのは？
回答：「ドア」

0.「牧草」
1.「成長期」
2.「迷子」
3.「鳩」
4.「お化け」
問題：子供が遊園地でなってしまうものは？
回答：「","{'q_id': 9645, 'question': '子供が遊園地でなってしまうものは？', 'choice0': '牧草', 'choice1': '成長期', 'choice2': '迷子', 'choice3': '鳩', 'choice4': 'お化け', 'label': 2}",['迷子'],成長期,False,成長期,False
"正しい答えは何でしょう？

0.「将軍」
1.「司令部」
2.「社長」
3.「一等兵」
4.「幹部」
問題：比較的大きな軍隊の指揮官の称号は？
回答：「将軍」

0.「グラス」
1.「イチゴ」
2.「ホットコーヒー」
3.「マンゴー」
4.「紙吹雪」
問題：暖かい飲み物は？
回答：「ホットコーヒー」

0.「引き出し」
1.「食事」
2.「手品」
3.「授業」
4.「ブリーフケース」
問題：学校で受けるものは？
回答：「","{'q_id': 9646, 'question': '学校で受けるものは？', 'choice0': '引き出し', 'choice1': '食事', 'choice2': '手品', 'choice3': '授業', 'choice4': 'ブリーフケース', 'label': 3}",['授業'],授業,True,授業,True
"正しい答えは何でしょう？

0.「プラスチック」
1.「紙」
2.「毛糸」
3.「妻」
4.「布地」
問題：これで編んだセーターは暖かい？
回答：「毛糸」

0.「枯れ葉」
1.「腐葉土」
2.「落ち葉」
3.「落葉」
4.「サル」
問題：水分などがなくなって生命を保つことができなくなり、変色した葉っぱの事を何という？
回答：「枯れ葉」

0.「キウイフルーツ」
1.「厩舎」
2.「レジ袋」
3.「イチゴ」
4.「ダイヤモンド」
問題：マタタビ科マタタビ属の雌雄異株の落葉蔓性植物の果実である。これはなに？
回答：「","{'q_id': 9647, 'question': 'マタタビ科マタタビ属の雌雄異株の落葉蔓性植物の果実である。これはなに？', 'choice0': 'キウイフルーツ', 'choice1': '厩舎', 'choice2': 'レジ袋', 'choice3': 'イチゴ', 'choice4': 'ダイヤモンド', 'label': 0}",['キウイフルーツ'],イチゴ,False,キウイフルーツ,True
"正しい答えは何でしょう？

0.「ケーキ屋」
1.「パン屋」
2.「公園」
3.「ガレージ」
4.「ホームセンター」
問題：日用品や大工道具、ペットなどが売られている大型店舗は？
回答：「ホームセンター」

0.「会社員」
1.「ホワイトボード」
2.「社長」
3.「受付」
4.「ビル」
問題：企業の従業員は何と言う？
回答：「会社員」

0.「明るいこと」
1.「楽しいこと」
2.「歌う」
3.「ゲームをする」
4.「国境を越える」
問題：法律により規制がかかるものはどれでしょう？
回答：「","{'q_id': 9648, 'question': '法律により規制がかかるものはどれでしょう？', 'choice0': '明るいこと', 'choice1': '楽しいこと', 'choice2': '歌う', 'choice3': 'ゲームをする', 'choice4': '国境を越える', 'label': 4}",['国境を越える'],ゲームをする,False,楽しいこと,False
"正しい答えは何でしょう？

0.「何人」
1.「何で」
2.「何者」
3.「何卒」
4.「何も」
問題：理由を知りたいときに問いかける言葉は？
回答：「何で」

0.「喫煙」
1.「銀行」
2.「リーダー」
3.「誘拐」
4.「眼科」
問題：人をだまして連れていくこととは？
回答：「誘拐」

0.「イチゴ」
1.「列」
2.「海」
3.「ダイヤモンド」
4.「昆虫」
問題：繁盛しているお店で順に長く並んだものを何という？
回答：「","{'q_id': 9649, 'question': '繁盛しているお店で順に長く並んだものを何という？', 'choice0': 'イチゴ', 'choice1': '列', 'choice2': '海', 'choice3': 'ダイヤモンド', 'choice4': '昆虫', 'label': 1}",['列'],列,True,列（列）,False
"正しい答えは何でしょう？

0.「西海岸」
1.「札幌」
2.「アメリカ」
3.「横浜」
4.「名古屋」
問題：神奈川県の県庁所在地は？
回答：「横浜」

0.「駅」
1.「甘味処」
2.「停留所」
3.「サービスエリア」
4.「庭園」
問題：道路の休憩施設は？
回答：「サービスエリア」

0.「開く」
1.「走る」
2.「歩く」
3.「まわす」
4.「閉める」
問題：次に次にと進めていくことを何と言う？
回答：「","{'q_id': 9650, 'question': '次に次にと進めていくことを何と言う？', 'choice0': '開く', 'choice1': '走る', 'choice2': '歩く', 'choice3': 'まわす', 'choice4': '閉める', 'label': 3}",['まわす'],進行,False,次に次にと進めていく,False
"正しい答えは何でしょう？

0.「胸鬚」
1.「革靴」
2.「鞅」
3.「牛革」
4.「胸毛」
問題：牛の首につける革ひもを何という？
回答：「鞅」

0.「祭り」
1.「サーカス」
2.「ショー」
3.「合唱」
4.「講習会」
問題：講師に教えてもらう集まりを何という？
回答：「講習会」

0.「シーフード」
1.「カメラ」
2.「フードテーマパーク」
3.「ランド」
4.「ベビーフード」
問題：いろいろな食べ物を一か所に集めた催し物は？
回答：「","{'q_id': 9651, 'question': 'いろいろな食べ物を一か所に集めた催し物は？', 'choice0': 'シーフード', 'choice1': 'カメラ', 'choice2': 'フードテーマパーク', 'choice3': 'ランド', 'choice4': 'ベビーフード', 'label': 2}",['フードテーマパーク'],カメラ,False,カメラ,False
"正しい答えは何でしょう？

0.「金を遣う」
1.「パンチする」
2.「おどす」
3.「くすぐる」
4.「おならをする」
問題：相手を笑わせるのにとる手段はどれ？
回答：「くすぐる」

0.「空港」
1.「火鍋」
2.「ボックス」
3.「音楽室」
4.「カレッジ」
問題：収納するものは？
回答：「ボックス」

0.「表玄関」
1.「引出」
2.「ピアノ」
3.「出窓」
4.「ふすま」
問題：家具などにある物をしまうスペースは？
回答：「","{'q_id': 9652, 'question': '家具などにある物をしまうスペースは？', 'choice0': '表玄関', 'choice1': '引出', 'choice2': 'ピアノ', 'choice3': '出窓', 'choice4': 'ふすま', 'label': 1}",['引出'],出窓,False,ピアノ,False
"正しい答えは何でしょう？

0.「電化製品」
1.「ビーバ」
2.「会社」
3.「外資」
4.「日本企業」
問題：国内メーカーを表現する言葉は？
回答：「日本企業」

0.「ライト」
1.「雨」
2.「ウィンカー」
3.「風」
4.「舌」
問題：車など暗くなると点けるのは？
回答：「ライト」

0.「前髪」
1.「興奮」
2.「ハンカチ」
3.「汗をふくこと」
4.「湯気」
問題：落ち着かない様子は？
回答：「","{'q_id': 9653, 'question': '落ち着かない様子は？', 'choice0': '前髪', 'choice1': '興奮', 'choice2': 'ハンカチ', 'choice3': '汗をふくこと', 'choice4': '湯気', 'label': 1}",['興奮'],興奮,True,前髪,False
"正しい答えは何でしょう？

0.「歩行者」
1.「拍手」
2.「芸」
3.「素面」
4.「酔っぱらい」
問題：この中で迷惑なものは？
回答：「酔っぱらい」

0.「山」
1.「川」
2.「床」
3.「木」
4.「レンガ」
問題：建物で、平なものは？
回答：「床」

0.「作動」
1.「自転車」
2.「ローラーコースター」
3.「宇宙船」
4.「三輪車」
問題：スリルを味わうための乗り物といえば？
回答：「","{'q_id': 9654, 'question': 'スリルを味わうための乗り物といえば？', 'choice0': '作動', 'choice1': '自転車', 'choice2': 'ローラーコースター', 'choice3': '宇宙船', 'choice4': '三輪車', 'label': 2}",['ローラーコースター'],ローラーコースター,True,ローラーコースター,True
"正しい答えは何でしょう？

0.「起きる」
1.「寝間着を着る」
2.「お酒を飲む」
3.「紅茶を飲む」
4.「コーヒーを飲む」
問題：飲酒？
回答：「お酒を飲む」

0.「日本企業」
1.「会社」
2.「電磁波」
3.「電化製品」
4.「神器」
問題：テレビや冷蔵庫のことを何という？
回答：「電化製品」

0.「乾物」
1.「ボトル」
2.「燕」
3.「ショッピングバッグ」
4.「グラス」
問題：商品を入れる物は？
回答：「","{'q_id': 9655, 'question': '商品を入れる物は？', 'choice0': '乾物', 'choice1': 'ボトル', 'choice2': '燕', 'choice3': 'ショッピングバッグ', 'choice4': 'グラス', 'label': 3}",['ショッピングバッグ'],ボトル,False,ボトル,False
"正しい答えは何でしょう？

0.「物」
1.「時計」
2.「イヌ」
3.「ネコ」
4.「瓶」
問題：液体を入れる容器を表す単語はどれ？
回答：「瓶」

0.「シフト」
1.「エンター」
2.「スペース」
3.「車」
4.「場」
問題：間があることを英語では？
回答：「スペース」

0.「劇」
1.「掃除機」
2.「歌を歌うこと」
3.「扇風機」
4.「メガネ」
問題：趣味は？
回答：「","{'q_id': 9656, 'question': '趣味は？', 'choice0': '劇', 'choice1': '掃除機', 'choice2': '歌を歌うこと', 'choice3': '扇風機', 'choice4': 'メガネ', 'label': 2}",['歌を歌うこと'],歌を歌うこと,True,歌を歌うこと,True
"正しい答えは何でしょう？

0.「殺し合う」
1.「川を越える」
2.「運動する」
3.「船に乗る」
4.「勉強する」
問題：命を奪い合うことを何という？
回答：「殺し合う」

0.「テレビ」
1.「金物商」
2.「マスク」
3.「電気」
4.「おたく」
問題：器具や道具を販売しているをところは？
回答：「金物商」

0.「お金」
1.「受け皿」
2.「しゃもじ」
3.「シナモン」
4.「与一」
問題：与える側ではないものは？
回答：「","{'q_id': 9657, 'question': '与える側ではないものは？', 'choice0': 'お金', 'choice1': '受け皿', 'choice2': 'しゃもじ', 'choice3': 'シナモン', 'choice4': '与一', 'label': 1}",['受け皿'],お金,False,受け皿,True
"正しい答えは何でしょう？

0.「人々」
1.「ハンドボール」
2.「サッカー」
3.「ラグビー」
4.「暴言」
問題：丸い球体を用いて1チームが11人の計2チームの間で行われるスポーツ競技を何という？
回答：「サッカー」

0.「アフリカ」
1.「エンゲージリング」
2.「学校」
3.「デパート」
4.「お守り」
問題：幸せの証とは？
回答：「エンゲージリング」

0.「ハンマー」
1.「イヌ」
2.「ネコ」
3.「ドライバー」
4.「きり」
問題：金槌のことを何という？
回答：「","{'q_id': 9658, 'question': '金槌のことを何という？', 'choice0': 'ハンマー', 'choice1': 'イヌ', 'choice2': 'ネコ', 'choice3': 'ドライバー', 'choice4': 'きり', 'label': 0}",['ハンマー'],ハンマー,True,イヌ,False
"正しい答えは何でしょう？

0.「集会」
1.「予備校」
2.「塾」
3.「パーティー」
4.「会議」
問題：みんなが集まっていろいろ議論する事はなんですか？
回答：「会議」

0.「広告」
1.「社会面」
2.「論説」
3.「コラム」
4.「漫画」
問題：新聞で、社会部が扱う社会のさまざまな雑事や事件に関する記事を載せた紙面は何？
回答：「社会面」

0.「老人ホーム」
1.「コンビニ」
2.「スーパー」
3.「家」
4.「病院」
問題：一番くつろげるところは？
回答：「","{'q_id': 9659, 'question': '一番くつろげるところは？', 'choice0': '老人ホーム', 'choice1': 'コンビニ', 'choice2': 'スーパー', 'choice3': '家', 'choice4': '病院', 'label': 3}",['家'],病院,False,病院,False
"正しい答えは何でしょう？

0.「建造物」
1.「ビル」
2.「玄関」
3.「営造体」
4.「工場」
問題：ある程度高さのある、鉄筋コンクリート構造の建築物をなんと言う？
回答：「ビル」

0.「砂」
1.「水平線」
2.「草」
3.「波」
4.「コンクリート」
問題：さらさら、ジャリジャリしてるものは？
回答：「砂」

0.「植物」
1.「マンゴー」
2.「リンゴ」
3.「イチゴ」
4.「みかん」
問題：桜の仲間で夏から秋に実をつける果物は？
回答：「","{'q_id': 9660, 'question': '桜の仲間で夏から秋に実をつける果物は？', 'choice0': '植物', 'choice1': 'マンゴー', 'choice2': 'リンゴ', 'choice3': 'イチゴ', 'choice4': 'みかん', 'label': 2}",['リンゴ'],リンゴ,True,リンゴ,True
"正しい答えは何でしょう？

0.「緑内障」
1.「物が持てなくなる」
2.「高脂血症」
3.「高血圧」
4.「歩行困難」
問題：血圧が高い事を？
回答：「高血圧」

0.「掲示板」
1.「焼き芋」
2.「団体」
3.「棚」
4.「教室」
問題：２ちゃんねるまたは５ちゃんねると聞いて連想するのは？
回答：「掲示板」

0.「笑う」
1.「寝る」
2.「叫ぶ」
3.「信用する」
4.「質問をする」
問題：知らない人に車に乗るよう言われたら、どうするべき？
回答：「","{'q_id': 9661, 'question': '知らない人に車に乗るよう言われたら、どうするべき？', 'choice0': '笑う', 'choice1': '寝る', 'choice2': '叫ぶ', 'choice3': '信用する', 'choice4': '質問をする', 'label': 2}",['叫ぶ'],寝る,False,寝る,False
"正しい答えは何でしょう？

0.「自然界」
1.「鼻」
2.「目」
3.「耳」
4.「気道」
問題：この3つの中で人間の顔にある空気を取り入れる2つの穴の名称は？
回答：「鼻」

0.「脅迫」
1.「受付」
2.「排尿する」
3.「ランニング」
4.「マラソン」
問題：場所を問わず罪になることは？
回答：「脅迫」

0.「切ない」
1.「感動する」
2.「幸せ」
3.「うれしい」
4.「かなしい」
問題：いいことがあった時の気持ちは？
回答：「","{'q_id': 9662, 'question': 'いいことがあった時の気持ちは？', 'choice0': '切ない', 'choice1': '感動する', 'choice2': '幸せ', 'choice3': 'うれしい', 'choice4': 'かなしい', 'label': 3}",['うれしい'],感動する,False,感動する,False
"正しい答えは何でしょう？

0.「千本」
1.「本真」
2.「指摘」
3.「本著」
4.「概念」
問題：当該の文章をさすことを何と言いますか？
回答：「本著」

0.「目」
1.「口先」
2.「長鼻」
3.「牙」
4.「足」
問題：尖った歯を？
回答：「牙」

0.「番号」
1.「扇風機」
2.「ストーブ」
3.「テレビ」
4.「事務職員」
問題：夏に活躍する家電は？
回答：「","{'q_id': 9663, 'question': '夏に活躍する家電は？', 'choice0': '番号', 'choice1': '扇風機', 'choice2': 'ストーブ', 'choice3': 'テレビ', 'choice4': '事務職員', 'label': 1}",['扇風機'],ストーブ,False,ストーブ,False
"正しい答えは何でしょう？

0.「ピアノ」
1.「布地」
2.「棚」
3.「病院」
4.「ギター」
問題：物を置いたり、整理や片付けができるものはどれか？
回答：「棚」

0.「酒場」
1.「拘置所」
2.「裁判所」
3.「乗用車」
4.「交番」
問題：罪人を収容する機関を何という？
回答：「拘置所」

0.「マスコミ」
1.「アルパカ」
2.「取締役」
3.「役員会」
4.「上司」
問題：仕事をしているうえで上役の人を何という？
回答：「","{'q_id': 9664, 'question': '仕事をしているうえで上役の人を何という？', 'choice0': 'マスコミ', 'choice1': 'アルパカ', 'choice2': '取締役', 'choice3': '役員会', 'choice4': '上司', 'label': 4}",['上司'],取締役,False,上司,True
"正しい答えは何でしょう？

0.「戦う」
1.「気絶する」
2.「助かる」
3.「笑う」
4.「歌う」
問題：意識がなくなるのは？
回答：「気絶する」

0.「メモ用紙」
1.「電子手帳」
2.「登記簿」
3.「著書」
4.「名簿」
問題：本といえば？
回答：「著書」

0.「おかず」
1.「料理」
2.「炭」
3.「食べ物」
4.「粉」
問題：小麦、片栗、お好み焼きなどの種類があるものは次のうちどれ？
回答：「","{'q_id': 9665, 'question': '小麦、片栗、お好み焼きなどの種類があるものは次のうちどれ？', 'choice0': 'おかず', 'choice1': '料理', 'choice2': '炭', 'choice3': '食べ物', 'choice4': '粉', 'label': 4}",['粉'],お好み焼き,False,小麦、片栗、お好み焼き,False
"正しい答えは何でしょう？

0.「思いつく」
1.「用意する」
2.「仕上がる」
3.「仕上げる」
4.「彼処」
問題：作品をどうすれば提出できる？
回答：「仕上げる」

0.「ストーブ」
1.「椅子」
2.「冷蔵庫」
3.「エアコン」
4.「観客席」
問題：冷房、暖房などがある機械は？
回答：「エアコン」

0.「アンブレラ」
1.「ハンガー」
2.「ドリンク」
3.「バイキング」
4.「フード」
問題：飲み物を英語で？
回答：「","{'q_id': 9666, 'question': '飲み物を英語で？', 'choice0': 'アンブレラ', 'choice1': 'ハンガー', 'choice2': 'ドリンク', 'choice3': 'バイキング', 'choice4': 'フード', 'label': 2}",['ドリンク'],ドリンク,True,ドリンク,True
