lm_prompt,references,lm_output_original,char_f1_original,exact_match_original,lm_output_finetuned,char_f1_finetuned,exact_match_finetuned
日本肥満学会が定める内臓脂肪型肥満の基準とされるウエスト周りは、男性は85センチ以上ですが、女性は何センチ以上とされている?答えは「,"['90センチ', '90']",男性は85センチ以上ですが、女性は100センチ以上とされている,0.22,False,男性は85センチ以上ですが、女性は何センチ以上とされている,0.18,False
中国の歴代王朝が北方民族の侵入を防ぐために建造した、全長2万km以上にもおよぶ世界遺産の城壁は何?答えは「,['万里の長城'],長城,0.5700000000000001,False,長城,0.5700000000000001,False
数学において、小文字では標準偏差を、大文字では数列の和を表すギリシャ文字は何?答えは「,"['シグマ', '∑']",σ,0.0,False,Greek letter,0.0,False
コンスタンティノープルの征服など数々の遠征を行ったことから「征服王」と呼ばれた、オスマン帝国の皇帝は誰?答えは「,['メフメト2世'],アドリアン・ペルシャ,0.0,False,アルカイダ,0.0,False
病院などでX線写真を見るときに使われる、内側に蛍光灯を備え付けたディスプレイ機器を何という?答えは「,['シャウカステン'],イオンビームスクリーン,0.22,False,X線写真,0.0,False
占いで使われる筮竹は、普通何本で1セット?答えは「,"['50', '50本']",10本1セット,0.4,False,1セット,0.0,False
京都大学が主張する「畿内説」、東京大学が主張する「九州説」といえば、何という古代国家に関する論争?答えは「,['邪馬台国'],何,0.0,False,九州説,0.0,False
煮物料理などで、材料に味をよくしみこませるために使う、鍋よりもひと回り小さい蓋は何?答えは「,['落とし蓋'],煮物盤,0.0,False,煮物,0.0,False
「日曜日」という意味のオランダ語から名づけられた、毎年5月に福岡市で行われるお祭りは何?答えは「,['博多どんたく'],お祭り,0.0,False,毎年5月,0.0,False
海外で上演される際は「JUST A MOMENT」と訳される、主人公・鎌倉権五郎の掛け声から名付けられた歌舞伎十八番の演目は何?答えは「,"['暫', 'しばらく']",何?,0.0,False,彼女の名前は、彼女の名前は、彼女の名前は、彼女の,0.0,False
アニメ『NARUTO疾風伝』に登場する主人公・うずまきナルトが思いを寄せる、チームメイトのくノ一の名前は何?答えは「,['春野サクラ'],くノ一,0.0,False,ナルト,0.0,False
メロヴィング朝、カロリング朝という王朝によって統治された、現在のドイツ、フランス、イタリアのもととなった王国は何?答えは「,['フランク王国'],ドイツ,0.0,False,ドイツ,0.0,False
江戸幕府将軍・徳川綱吉の子・徳松のお祝いが行われた日にちなんで、毎年11月15日に行われる、3歳、5歳、7歳の子どもの成長を祝う年中行事は何?答えは「,['七五三'],7歳の成長のお祝い,0.0,False,お祝い,0.0,False
ラテン語で「冠」という意味の、太陽の大気のもっとも外側の部分を何という?答えは「,['コロナ'],外側,0.0,False,外側,0.0,False
九州の有明海や八代海で夜、大潮の干潮時に見られることがある、漁火の異常屈折現象のことを何という?答えは「,['不知火'],漁火の異常屈折現象,0.17,False,漁火の異常屈折,0.2,False
慣用句「百も承知」に続く言葉。「二百も何」?答えは「,"['合点', '二百も合点']",何,0.0,False,何か,0.0,False
日本のヒット曲に多く用いられている、C、G、Am、Em、F、C、F、Gと続くコード進行のことを、元になったパッヘルベルのクラシック曲にちなんで何進行という?答えは「,"['カノン進行', 'カノン']",C,0.0,False,C、G、Am、Em、F、C、F、G,0.0,False
狩猟で仕留めた動物の頭部などを、インテリアとして部屋の壁に飾るために剥製にしたものを何という?答えは「,['ハンティングトロフィー'],彫刻,0.0,False,壁紙,0.0,False
日本国憲法で、「すべて国民は、健康で文化的な最低限度の生活を営む権利を有する。」という、いわゆる生存権を規定しているのは第何条?答えは「,"['25条', '25', '第25条']",第二条,0.5700000000000001,False,第14条,0.5,False
趣味として行う大工のことを、ある曜日を使って何大工という?答えは「,"['日曜大工', '日曜']",何,0.0,False,あなたがあなたの家を建てたいなら、あなたはあなたの家を建てたいな,0.0,False
大分県にある景勝地「青の洞門」の逸話をもとにして書かれた、了海を主人公とする菊池寛の小説は何?答えは「,['恩讐の彼方に'],青の洞門,0.2,False,The Blue Dahlia,0.0,False
再生能力が高いことから理科の実験材料によく用いられる、三角形の頭と細長い体が特徴的な扁形動物は何?答えは「,['プラナリア'],クラゲ,0.25,False,鳥,0.0,False
トランプを大きさから2種類に分けるとポーカーサイズと、日本で普及している何サイズ?答えは「,"['ブリッジサイズ', 'ブリッジ']",ポケットサイズ,0.5700000000000001,False,ポーカーサイズ,0.43,False
スキーのジャンプ競技で、踏み切り台の先端から、安全に着地できる地点までの距離のことを何という?答えは「,['ヒルサイズ'],跳び踏み距離,0.0,False,100フィート,0.0,False
天文学で、英語で「グロービュラー・クラスター」といえば「球状星団」のことですが、「オープン・クラスター」といえば何星団のこと?答えは「,"['散開星団', '散開']",オープン・スター・クラスター,0.0,False,オープン・クラスター,0.0,False
日本の国会議員で、衆議院議員の任期は4年ですが、参議院議員の任期は何年?答えは「,"['6年', '6']",6年,1.0,True,2年,0.5,False
仏教遺跡の「アンコール・ワット」とともにカンボジアの二大世界遺産といわれる、ジャヤーヴァルマン7世によって建設された城砦都市遺跡は何?答えは「,['アンコール・トム'],敷地面積は1000平方メートル、建築面積は100,0.13,False,カンボジアの大都市,0.12,False
映画『インディ・ジョーンズ』シリーズや『ジュラシック・パーク』シリーズを手がけた映画監督は誰?答えは「,"['スティーヴン・スピルバーグ', 'スピルバーグ']",ジョーンズ・インディ,0.19,False,ジョン・ハンター・ジョンソン,0.17,False
カタカナの「タ」と「ト」を組み合わせてできる漢字が「外」なら、「タ」と「ロ」を組み合わせてできる漢字は何?答えは「,['名'],トロ,0.0,False,外。,0.0,False
英語では「International Court of Justice」という、オランダのハーグに本部を置く、国際紛争を法律的に解決する機関は何?答えは「,['国際司法裁判所'],International Court of Justice,0.0,False,国際裁判所,0.8300000000000001,False
渋沢栄一の出身地であり、渋沢栄一記念館がある埼玉県の都市はどこ?答えは「,['深谷市'],埼玉県の都市は渋沢市です,0.13,False,渋沢栄一記念館,0.0,False
アンデルセン童話『親指姫』で、親指姫の名前は何?答えは「,['マーヤ'],アンデルセン,0.0,False,アンデルセン,0.0,False
「九つの村がある谷」という意味の名前を持つ、原生林に点在する100以上の湖沼が美しい絶景を作り出すことで知られる中国四川省の峡谷は何?答えは「,['九寨溝'],九峡,0.4,False,九つの村,0.29,False
日本語では「乳塩基性タンパク質」と呼ばれる、牛乳や母乳に含まれるタンパク質をアルファベット3文字で何という?答えは「,['MBP'],A2M,0.33,False,A、B、C,0.25,False
日本で最も長い川は信濃川ですが、世界で最も長い川は何?答えは「,"['ナイル川', 'ナイル']",長江,0.0,False,長さ,0.0,False
元号にちなんで「昭和塔」という名称も候補にあった、昭和の高度経済成長の象徴として親しまれたランドマークは何?答えは「,['東京タワー'],昭和の高度経済成長の象徴として親しまれたランドマーク,0.06,False,アトラクション,0.0,False
日本語の活用で、文語文法の已然形にあたるものを、口語文法では何という?答えは「,['仮定系'],未然形,0.0,False,言語の言語,0.0,False
漢字の「凹」「凸」の画数はともに何画?答えは「,"['5画', '5']",凸,0.0,False,凹,0.0,False
汗を分泌する汗腺で、大汗腺と呼ばれるのはエクリン腺ですが、小汗腺と呼ばれるのは何腺?答えは「,"['アポクリン', 'アポクリン腺', 'アポクリン汗腺']",腸,0.0,False,小汗腺,0.4,False
アニメ映画『となりのトトロ』のラストで、サツキとメイが入院中のお母さんに届けた野菜は何?答えは「,['トウモロコシ'],トマト,0.22,False,トトロ,0.44,False
「2つの銀河の間の距離が離れているほど、互いが離れていく速度も比例する」という法則を、提唱したアメリカとベルギーの2人の天文学者の名前から何の法則という?答えは「,"['ハッブル・ルメートルの法則', 'ハッブル・ルメートル']",Hubble law,0.0,False,Hubble法則,0.2,False
山型の歯車を重ねた「ダブル・シェブロン」というエンブレムでおなじみのフランスの自動車メーカーはどこ?答えは「,['シトロエン'],フランスの自動車メーカーであるローマン・フォード,0.14,False,フォルクスワーゲン,0.14,False
日本の元号に使われた漢字で生き物を表すものは3つあります。「亀」「鳥」と何?答えは「,['雉'],鳥亀,0.0,False,鳥,0.0,False
ジャガイモの裏ごしを入れて作る冷たいスープを、フランスの都市の名を取って何という?答えは「,"['ヴィシソワーズ', 'ビシソワーズ', 'ヴィシソワーズスープ', 'ビシソワーズスープ']",パリ,0.0,False,パリ,0.0,False
1867年、クリミア戦争による財政難にあったロシアが720万ドルでアメリカに売却し、後にアメリカの49番目の州となった土地はどこ?答えは「,"['アラスカ', 'アラスカ州']",ウィスコンシン州,0.31,False,クリミア,0.25,False
冬から春にかけて、フランスのローヌ川から地中海の北西沿岸にかけて吹き降りる冷たい北風を何という?答えは「,['ミストラル'],冬の風,0.0,False,風の冬,0.0,False
ボクシングやラグビーの選手が頭や耳を保護するために着用する防具のことを何という?答えは「,['ヘッドギア'],ヘルメット,0.4,False,ヘッドギア,1.0,True
イングリッシュマフィンの上にハムやポーチドエッグをのせ、オランデーズソースをかけた料理を何という?答えは「,['エッグベネディクト'],ハム・オン・トイ,0.13,False,マフィンハム,0.13,False
暦の上では「暑さが峠を越えてひと段落する頃」という、8月23日ごろにある二十四節気のひとつは何?答えは「,['処暑'],二十四節気の一番,0.0,False,夏の終わり,0.0,False
バチカン市国で国歌として歌われている『賛歌と教皇の行進曲』の作曲をしたフランスの作曲家は誰?答えは「,"['グノー', 'シャルル・グノー', 'シャルル・フランソワ・グノー']",フランソワ・シェファー,0.55,False,フランソワ・デ・ヴィンセント,0.42,False
無用な発言をしなければ災いを招かずにすむという意味のことわざを、「何も鳴かずば撃たれまい」という?答えは「,['キジ'],何も言わずに,0.0,False,何も言わずに、何も言わずに、何も言わずに、何も言わずに、何も言わ,0.0,False
ラテン語で「女神」という意味がある、オペラのプリマドンナなどの「歌姫」を指す言葉は何?答えは「,"['ディーバ', 'ディーヴァ']",歌姫,0.0,False,女神,0.0,False
小説『ファーストラヴ』で第159回直木賞を受賞した、『ナラタージュ』『リトル・バイ・リトル』などの作品でも知られる作家は誰?答えは「,['島本理生'],斉藤晋一郎,0.0,False,マイケル・フェルガー,0.0,False
煙突を表す地図記号に、煙を表す線は何本ひかれている?答えは「,"['3', '3本']",1,0.0,False,1つ,0.0,False
昔話の主人公で、桃から生まれた男の子は桃太郎ですが、瓜から生まれた女の子は何?答えは「,['瓜子姫'],桃太郎の姉妹,0.0,False,桃太郎の妹,0.0,False
江戸時代初期の浮世絵師で、『見返り美人図』などの作品で知られるのは誰?答えは「,['菱川師宣'],倉郷芳則,0.0,False,彼女の名前は、18世紀に生まれた女性の名前であると思われる,0.0,False
漢字で「白い頭の鳥」とも書く鳥で、源義経が一ノ谷の戦いで奇襲をかけるために通ったとされる山道の名前にもなっているのは何?答えは「,"['鵯', 'ひよどり']",一ノ谷,0.0,False,白い頭の鳥,0.0,False
昔話「さるかに合戦」で、猿が蟹が持っていたおむすびと交換したものといえばどんな果物の種?答えは「,['柿'],柿,1.0,True,植物,0.0,False
十両以上で達成した場合「8勝7敗」「7勝8敗」のいずれかとなる、大相撲で白星と黒星を繰り返すことを何という?答えは「,['ヌケヌケ'],冠位繰り返し,0.0,False,白星,0.0,False
日本の仏像や古代ギリシャの彫刻に見られる、かすかな微笑みのことを英語で何という?答えは「,['アルカイックスマイル'],悲しみの顔,0.0,False,孤独な笑顔,0.0,False
映画『ローマの休日』に登場したトリニタ・ディ・モンティ階段が有名な、ある国の名前がつけられたローマ市内の広場は何?答えは「,['スペイン広場'],トリニダード・ベイ,0.14,False,トリニタ・デ・モンティ,0.13,False
漢字の「日」「昌」の「日」は「太陽」を表しますが、「晶」の「日」は何を表す?答えは「,['星'],月,0.0,False,月の日,0.0,False
大股で歩いても小股で歩いても危険であるということからその名がついたといわれる、吉野川の激流によって作られた徳島県にある渓谷は何?答えは「,['大歩危小歩危'],渓谷,0.0,False,歩きの渓谷,0.18,False
ニュージーランドに生息する飛べない鳥にちなんで名がつけられた、中国原産の果物は何?答えは「,"['キウイ', 'キウイフルーツ']",蘋果,0.0,False,梨,0.0,False
13世紀の神聖ローマ帝国で、ホーエンシュタウフェン朝の断絶からハプスブルク朝の成立までの間、皇帝が事実上不在となった期間のことを何という?答えは「,['大空位時代'],ローマ帝国の滅亡,0.0,False,帝国の滅亡,0.0,False
外科手術で、狭くなった血管や食道を内側から広げるために用いられる金属製の筒を何という?答えは「,['ステント'],弓,0.0,False,弓,0.0,False
京野菜で、田中、伏見、万願寺といえば、何という野菜の品種?答えは「,['とうがらし'],芋,0.0,False,野菜,0.0,False
猫の品種「ヒマラヤン」は、シャム猫と何という猫を交配し改良して生まれた猫?答えは「,['ペルシャ猫'],シャム・ヒマラヤン,0.31,False,いいえ,0.0,False
詩人になれず、強い自尊心から虎に変身してしまう主人公・李徴を描いた、中島敦の小説は何?答えは「,['山月記'],冒険,0.0,False,The Tiger and the Hare,0.0,False
1921年にジョン・ゴールズワージーを初代会長として設立された、ロンドンに本部を置く文学団体は何?答えは「,['国際ペンクラブ'],英国文学協会,0.15,False,英国の文学団体,0.14,False
劇中の『凱旋行進曲』が有名な、エジプトの将軍ラダメスとエチオピア王女の悲恋を描いたヴェルディ作曲のオペラは何?答えは「,['アイーダ'],ヴェルディのオペラ,0.0,False,ファンタジー,0.2,False
谷川俊太郎の第一詩集『二十億光年の孤独』で、「ひき合う孤独の力である」と表現されているものは何?答えは「,['万有引力'],孤独の力,0.25,False,孤独,0.0,False
イタリアのシチリア島にあるヨーロッパ最大の活火山は何山?答えは「,"['エトナ', 'エトナ山']",Vesuvio,0.0,False,マグニチュード7.5,0.0,False
出身地や支援したい自治体に寄付を行うことによって、住民税の一部が控除されるという制度のことを「何納税」という?答えは「,"['ふるさと納税', 'ふるさと']",何,0.0,False,誰かが何かを支払うことができる,0.11,False
『源氏物語』の作者は紫式部ですが、その注釈本『源氏物語湖月抄』の作者は誰?答えは「,['北村季吟'],芳文春,0.0,False,彼女,0.0,False
「電流の強さは、電圧に比例し、電気抵抗に反比例する」という法則を「何の法則」という?答えは「,"['オームの法則', 'オーム']",電流の定義,0.18,False,Ohmの法則,0.5,False
Windowsのパソコンで、ブラウザの画面を更新する際に用いるのは「Fいくつ」?答えは「,"['5', 'F5']",F12,0.4,False,1つ,0.0,False
220と284のように、自身を除いた約数の和が互いに等しくなるような自然数の組のことを何数という?答えは「,['友愛数'],1,0.0,False,1220,0.0,False
「己を知りうる者は賢者なり」という言葉を残した、『カンタベリ物語』で知られるイギリスの詩人は誰?答えは「,"['チョーサー', 'ジェフリー・チョーサー']",アレックス・サックス,0.14,False,アーロン・フェルガー,0.29,False
クリミア戦争での働きぶりから「クリミアの天使」と呼ばれた看護師は誰?答えは「,"['ナイチンゲール', 'フローレンス・ナイチンゲール']",私,0.0,False,アリス・アーリス,0.2,False
アルファベット2文字でGDと略される就職活動における企業の選考方法のひとつで、学生を数人の組に分け、特定のテーマについて討論させることを何という?答えは「,['グループ・ディスカッション'],グループ・ディスカッション,1.0,True,彼らは彼らが彼らが好きなものを見つけるのを手伝うこと,0.0,False
イギリス民謡を原曲とする、「丘を越え行こうよ口笛吹きつつ」という歌い出しで始まる童謡は何?答えは「,['ピクニック'],おとなしい,0.0,False,マーク・オールドン,0.15,False
「ばねが伸びる長さは引く力に比例する」という法則を、これを発見したイギリスの科学者の名をとって「何の法則」という?答えは「,"['フックの法則', 'フック']",何の法則,0.6000000000000001,False,Friedrich Wilhelm Joseph von Helmholtz,0.0,False
2024年に開催されるパリオリンピックの競技として正式採用されたブレイキンとは、何ダンスのこと?答えは「,"['ブレイクダンス', 'ブレイク']",ステップダンス,0.43,False,ダンス,0.6000000000000001,False
「若いカップルが一緒に食べるように」との思いを込めて名付けられた、まるか食品が販売するソース焼きそばといえば何?答えは「,['ペヤング'],ランチ,0.29,False,チーズ,0.0,False
1841年3月4日に就任するも、同年4月4日に死去したため、在位31日と歴代アメリカ大統領でもっとも在任期間が短い、第9代大統領は誰?答えは「,"['ウィリアム・ハリソン', 'ハリソン', 'ウィリアム・ハリスン', 'ハリスン']",第11代大統領、ジョン・ハワード・クリントン,0.25,False,ジョン・マクドナルド,0.15,False
ほとんど老化しないことから、近年、長寿の研究対象となっている、哺乳類で唯一の真社会性を持つというネズミの仲間は何?答えは「,['ハダカデバネズミ'],マウス,0.0,False,マウス,0.0,False
アニメなどの声優をアルファベット2文字で「CV」と表しますが、これは何という和製英語の頭文字?答えは「,"['キャラクターボイス', 'Character Voice']",CV,0.25,False,CVS,0.24,False
太陽、雲、雨などをモチーフにした「はれるん」といえば、何という中央官庁のマスコットキャラクター?答えは「,['気象庁'],はれるん,0.0,False,オーストラリアの獣医,0.0,False
万年筆のメカニズムにも利用されている、液体の中に細い管を入れると管の中の液体面の高さが外のものより高くなる現象を何という?答えは「,"['毛細管現象', '毛細現象']",湿度の変化,0.0,False,液体の圧力,0.0,False
19世紀にバイエルン王国のルートヴィヒ1世の結婚式のお祝いとして開かれた祝賀会を起源とする、毎年秋にドイツのミュンヘンで開催される世界最大のビール祭りは何?答えは「,['オクトーバーフェスト'],ビールフェスティバル,0.4,False,ビールフェスティバル,0.4,False
薬局で働く専門の職業で、お医者さんからの指示に基づいて、患者に薬を提供したり、薬を調合したりする資格を持つ人を何師という?答えは「,"['薬剤師', '薬剤']",薬局医師,0.5700000000000001,False,薬師,0.8,False
エビやイカ、タコなどの血液が青く見える主な要因である、血液中に含まれる、銅を含む色素たんぱく質を何という?答えは「,['ヘモシアニン'],ブルーベリー,0.0,False,カルシウム,0.18,False
日本で最初の元号「大化」が始まったのは西暦何年?答えは「,"['645年', '645']",1868年,0.44,False,1868年,0.44,False
安納芋、宇宙センター、鉄砲伝来。これらから連想される鹿児島県の島はどこ?答えは「,['種子島'],鹿児島,0.33,False,アイスランド,0.0,False
旅館の部屋に置かれている、衣類や手回り品などを一時的に入れておくための浅い箱を何という?答えは「,"['乱れ箱', '打乱箱']",スーツケース,0.0,False,棚,0.0,False
ゾウを主人公とした絵本で『ぞうのエルマー』の生みの親はデビッド・マッキーですが、『ぞうのババール』の生みの親であるフランスの作家は誰?答えは「,"['ジャン・ド・ブリュノフ', 'ブリュノフ']",フランソワ・フランクリン,0.2,False,マッキー,0.0,False
もともとは、映画用のフィルムの縁にある音声を記録する部分のことで、そこから、映画やドラマのBGMや挿入曲を指すようになった言葉といえば何?答えは「,"['サウンドトラック', 'サウンド・トラック']",ストーリーテキスト,0.12,False,ストーリートラック,0.47000000000000003,False
お寿司屋さんで使われている隠語で、「クサ」とは何のこと?答えは「,['海苔'],クサ,0.0,False,寿司,0.0,False
王者には常に危険がつきまとうということを、シラクサ王ディオニシオスが家来を諭した故事から何という?答えは「,['ダモクレスの剣'],家来は常に危険に晒される,0.0,False,危険,0.0,False
オーケストラで、演奏をとりまとめる役割をする「コンサートマスター」といえば、一般にどんな楽器の演奏者が担当する?答えは「,['バイオリン'],ピアノ,0.0,False,ほとんどの楽器,0.0,False
地図の中でも、島や陸地の輪郭だけが描かれていて、他に何も描かれていないものを、何地図という?答えは「,['白地図'],地図,0.8,False,地図,0.8,False
ガラスの瓶にドライフラワーを入れ、専用のオイルで満たして保存する、インテリアとして人気の植物標本を何という?答えは「,['ハーバリウム'],植物標本,0.0,False,フラワー,0.2,False
野球で、ここ一番というチャンスに強いバッターのことを、英語で何ヒッターという?答えは「,"['クラッチ', 'クラッチヒッター']",Hitter,0.0,False,ヒッター,0.67,False
映画にも描かれた中国・三国時代の古戦場で、呉・蜀の連合軍対魏の水上戦が行われたことでも有名なのはどこ?答えは「,['赤壁'],三国志,0.0,False,三国志,0.0,False
家庭用ゲーム機でプレーするゲームのことを、ゲームセンターの筐体でプレーする「アーケードゲーム」に対して何という?答えは「,['コンシューマーゲーム'],ゲームセンター,0.35000000000000003,False,アーケードゲーム,0.56,False
兄リチャード・妹カレンの兄妹デュオで、『イエスタディ・ワンス・モア』などのヒット曲で知られるのは?答えは「,['カーペンターズ'],ミーム,0.2,False,ジョージ・マッカーゼル,0.24,False
ギリシャ語で「母」という意味の名前がつけられた、アニメ『銀河鉄道999』で星野鉄郎とともに旅をする女性は誰?答えは「,['メーテル'],マリア,0.0,False,マリア,0.0,False
英語で12の月名を書いたとき、もっとも文字数が少なくなるのは何月?答えは「,['5月'],12月,0.4,False,12月,0.4,False
紙に書いてする計算を「筆算」といいますが、頭の中でする計算を何という?答えは「,['暗算'],頭算,0.5,False,筆算,0.5,False
煮物料理などで、材料の頭が少し水面に出るくらいの水の分量のことを何という?答えは「,['ひたひた'],漏れ,0.0,False,濡れた,0.29,False
「電磁誘導の法則」や「電気分解の法則」を発見した、科学入門の名著『ロウソクの科学』でも知られる物理学者は誰?答えは「,"['ファラデー', 'マイケル・ファラデー']",アンドリュー・リッチards,0.11,False,アーノルド・フィッシャー,0.30000000000000004,False
男女のペアに見立てて「夫婦星」と呼ばれる2つの星は、うしかい座のアークトゥルスと、おとめ座の何という星?答えは「,['スピカ'],アルカイダ,0.25,False,アルカニス,0.25,False
1860年、江戸幕府の大老・井伊直弼が、水戸藩や薩摩藩の浪士らに暗殺された事件を何という?答えは「,['桜田門外の変'],水戸藩の浪士を殺す事件,0.12,False,水戸藩の薩摩藩の浪士,0.12,False
昭和58年、中曽根総理大臣から国民栄誉賞の授与を打診されたものの、「そんなんもろたら立ちションもでけへんようになる」といって辞退した元プロ野球選手は誰?答えは「,['福本豊'],彼は元野球選手で、1958年にプロ野球で打撃をあげた。�,0.0,False,ジョージ・マッカートニー,0.0,False
昭和初期、雑誌『ホトトギス』で活躍し「4S」と呼ばれた俳人は、阿波野青畝、高野素十、水原秋桜子と誰?答えは「,['山口誓子'],4S,0.0,False,4S,0.0,False
八岐大蛇の生贄になるところを素戔嗚尊によって助けられた、日本神話に登場する女神は誰?答えは「,"['奇稲田姫', '櫛名田比売', '稲田姫', 'くしいなだひめ', 'クシイナダヒメ']",妖精,0.0,False,妖精,0.0,False
1910年に慶應義塾文科の機関誌として永井荷風らが創刊した、耽美的な傾向を特徴とする文芸雑誌は何?答えは「,['三田文学'],文芸春秋,0.25,False,芸術,0.0,False
松野家の六つ子が大人になった姿を描いた、赤塚不二夫の漫画を原作とするアニメは何?答えは「,['おそ松さん'],僕のおじいちゃん,0.31,False,マリア,0.0,False
パック、オーベロン、ティタニアという妖精が登場する、シェイクスピアの戯曲は何?答えは「,"['夏の夜の夢', '真夏の世の夢']",オーバー,0.0,False,オーベロン,0.0,False
人気のボードゲームのタイトルにもなっている、イギリスのロンドン警視庁の通称といえば何?答えは「,['スコットランドヤード'],マーカー,0.14,False,警視庁,0.0,False
日本国憲法の全11章のうち、たった1つの条項のみで構成されている2つの章とは、第2章の「戦争の放棄」と、第9章の何?答えは「,['改正'],第2章,0.0,False,戦争の終わり,0.0,False
勉強に使う文房具で、鉛筆は英語で「ペンシル」といいますが、消しゴムは英語で何という?答えは「,"['イレイサー', 'eraser']",VINYL,0.0,False,eraser,1.0,True
関係者でないにもかかわらず、寄席や芝居の楽屋に出入りして内情に詳しい人のことを、ある鳥を使って何という?答えは「,['楽屋すずめ'],誘拐,0.0,False,彼らは彼らが彼らの家族を守るために彼らを飼う,0.07,False
1925年、普通選挙法とほぼ同時期に制定された、天皇制や私有財産制を否定する活動を弾圧するための法律は何?答えは「,['治安維持法'],天皇制,0.0,False,1925年の法律,0.15,False
名古屋城の金の鯱に由来する社名がつけられた、朱肉のいらない印鑑の製造で有名な企業はどこ?答えは「,"['シヤチハタ', 'シャチハタ']",鉄の鯱,0.0,False,ローマ,0.0,False
「コイン」「ピン」「ポルカ」などの種類がある柄は何?答えは「,"['ドット', '水玉']",コインピンポルカ,0.0,False,それはあなたが見たものです,0.0,False
数十mに渡って吊り下げた花火に一斉に火をつけることで火花が滝のように流れ落ちるものを、ある有名な滝の名前をとって何花火という?答えは「,"['ナイアガラ花火', 'ナイアガラ']",カーネル,0.0,False,マリーゴールド,0.0,False
フランスの詩人トリスタン・ツァラが名付けた、既存の価値を否定し自由な発想と表現を目指した芸術運動は何?答えは「,"['ダダ', 'ダダイズム', 'ダダイスム']",フランスの詩人トリスタン・ツァラが名付けた、既存の価値を,0.06,False,フランスのアイデンティティ,0.11,False
太陽系の惑星の中で、太陽に最も近いのは水星ですが、最も遠いのは何?答えは「,['海王星'],木星,0.4,False,地球,0.0,False
人間の心臓から出る2種類の動脈といえば何動脈と何動脈?答えは「,"['大動脈', '大動脈と肺動脈', '肺動脈と大動脈']",大動脈,1.0,True,心臓から出る2つの動脈,0.29,False
上野の寛永寺、平泉の中尊寺、比叡山の延暦寺といえば、何宗のお寺?答えは「,['天台宗'],三宗,0.4,False,中国の宗教,0.25,False
オリンピックでは男子でのみ採用されている、レスリングで腰より下を攻めてはいけない種目は何?答えは「,"['グレコローマンスタイル', 'グレコローマン']",棒撃,0.0,False,腰,0.0,False
夏と冬で羽の色が変わる、長野県、岐阜県、富山県に共通する県の鳥は何?答えは「,['ライチョウ'],白鳥,0.0,False,オオカミ,0.0,False
ムエタイの選手が試合で身につける装飾品で、頭に巻くものは「モンコン」といいますが、腕に巻く輪は何という?答えは「,['パープラチアット'],アイスクリーム,0.13,False,モンコン,0.0,False
「終末期医療」とも呼ばれる、死を間近に迎えた患者に対して行う看護や心理的な医療のことを何という?答えは「,['ターミナルケア'],終末期看護,0.0,False,終末期看護,0.0,False
分数を書き表すとき、分子と分母を分ける線を何という?答えは「,['活線'],分子分母線,0.29,False,分母,0.0,False
囲碁で、アタリの連続で相手の石をとる手筋のことで、「これを知らずに碁を打つな」という格言もあるのは何?答えは「,['シチョウ'],囲碁,0.0,False,これを知らずに碁を打つな,0.0,False
これまでの日本の元号に使われた漢字のうち、5回と最も多く登場した生き物は何?答えは「,['亀'],鶏,0.0,False,鳥,0.0,False
ハリウッド俳優ローレンス・オリビエの、最初の妻はジル・エズモンドですが、2人目の妻は誰だった?答えは「,['ヴィヴィアン・リー'],ローレンス・オリビエ,0.24,False,マリー・ジョンソン,0.25,False
「フレミングの法則」を発見したフレミングのファーストネームはジョンですが、ペニシリンを発見したフレミングのファーストネームは何?答えは「,['アレクサンダー'],ジョー,0.2,False,ジョン,0.2,False
上皇や法皇ではなく、天皇がみずから政治を行うことを、「院政」に対して何という?答えは「,['親政'],厳粛,0.0,False,広大な,0.0,False
栄養素を豊富に含むことから健康食品としても注目されている、「ユーグレナ」の別名を持つ生物は何?答えは「,['ミドリムシ'],グレナジウム,0.18,False,ユーグレナ,0.0,False
馬が首につけていた鈴に形が似ているところから「馬鈴薯」と呼ばれるようになったともいわれる野菜は何?答えは「,['ジャガイモ'],トマト,0.0,False,馬鈴薯,0.0,False
人間のふくらはぎにある、魚の名前がついた筋肉は何?答えは「,"['ひらめ筋', 'ひらめ']",魚の名前がついた筋肉,0.14,False,魚の名前,0.0,False
ニューヨークのセントラルパークの東側にある、「The Met」の愛称で知られる美術館は何?答えは「,['メトロポリタン美術館'],The Metropolitan Museum of Art,0.0,False,The Metropolitan Museum of Art,0.0,False
プロ野球で、各報道機関の記者の投票によって、ポジションごとにセ・パ合わせて19人が選ばれる、その年に好成績を残した選手のことを何という?答えは「,['ベストナイン'],All-Star Game,0.0,False,最高の選手,0.0,False
キルトなど、スコットランドの民族衣装で目にする、元々は氏族を表すために用いられた格子柄のデザインのことを何チェックという?答えは「,"['タータン・チェック', 'タータン', 'タータンチェック']",何,0.0,False,キルト,0.0,False
仏教遺跡の「アンコール・ワット」があるアジアの国はどこ?答えは「,['カンボジア'],日本,0.0,False,インド,0.25,False
アメリカの州の名前で、方角がついているのは、ノースカロライナ、サウスカロライナ、ノースダコタ、サウスダコタとどこ?答えは「,['ウェストバージニア'],アメリカの州の名前で、方角がついているのは、ノースカロライナ、サ,0.05,False,サウスカロライナ,0.24,False
古代ギリシャ建築の「三大様式」といえば、「ドーリア式」「イオニア式」と何?答えは「,['コリント式'],アルカイダ式,0.18,False,ドーリア式,0.4,False
